,Zeit,Temperatur,Druck,Luftfeuchtigkeit
2819,2020/02/29 - 12:54:25,22.8,988.0,36.7
2820,2020/02/29 - 12:54:30,22.8,988.0,36.6
2821,2020/02/29 - 12:54:35,22.8,988.0,36.7
2822,2020/02/29 - 12:54:40,22.8,988.0,36.7
2823,2020/02/29 - 12:54:45,22.8,988.0,36.6
2824,2020/02/29 - 12:54:50,22.8,988.0,36.6
2825,2020/02/29 - 12:54:55,22.8,988.0,36.6
2826,2020/02/29 - 12:55:00,22.8,988.0,36.7
2827,2020/02/29 - 12:55:05,22.8,988.0,36.7
2828,2020/02/29 - 12:55:10,22.8,988.0,36.6
2829,2020/02/29 - 12:55:15,22.8,988.0,36.6
2830,2020/02/29 - 12:55:20,22.8,988.0,36.6
2831,2020/02/29 - 12:55:25,22.8,988.0,36.6
2832,2020/02/29 - 12:55:30,22.8,988.0,36.6
2833,2020/02/29 - 12:55:35,22.8,988.0,36.7
2834,2020/02/29 - 12:55:40,22.8,988.0,36.6
2835,2020/02/29 - 12:55:45,22.8,988.0,36.6
2836,2020/02/29 - 12:55:50,22.8,988.0,36.6
2837,2020/02/29 - 12:55:55,22.8,988.0,36.6
2838,2020/02/29 - 12:56:00,22.8,988.0,36.6
2839,2020/02/29 - 12:56:05,22.8,988.0,36.5
2840,2020/02/29 - 12:56:10,22.8,988.0,36.6
2841,2020/02/29 - 12:56:15,22.8,988.0,36.6
2842,2020/02/29 - 12:56:20,22.8,988.0,36.6
2843,2020/02/29 - 12:56:25,22.8,988.0,36.6
2844,2020/02/29 - 12:56:30,22.8,988.0,36.5
2845,2020/02/29 - 12:56:35,22.8,988.0,36.6
2846,2020/02/29 - 12:56:40,22.8,988.0,36.6
2847,2020/02/29 - 12:56:45,22.8,988.0,36.5
2848,2020/02/29 - 12:56:50,22.8,988.0,36.6
2849,2020/02/29 - 12:56:55,22.8,988.0,36.5
2850,2020/02/29 - 12:57:00,22.8,988.0,36.6
2851,2020/02/29 - 12:57:05,22.8,988.0,36.6
2852,2020/02/29 - 12:57:10,22.8,988.0,36.5
2853,2020/02/29 - 12:57:15,22.8,988.0,36.5
2854,2020/02/29 - 12:57:20,22.8,988.0,36.5
2855,2020/02/29 - 12:57:25,22.8,988.0,36.6
2856,2020/02/29 - 12:57:30,22.8,988.0,36.6
2857,2020/02/29 - 12:57:35,22.8,988.0,36.7
2858,2020/02/29 - 12:57:40,22.8,988.0,36.6
2859,2020/02/29 - 12:57:45,22.8,988.0,36.6
2860,2020/02/29 - 12:57:50,22.8,988.0,36.7
2861,2020/02/29 - 12:57:55,22.8,988.0,36.7
2862,2020/02/29 - 12:58:00,22.8,988.0,36.7
2863,2020/02/29 - 12:58:05,22.7,988.0,36.7
2864,2020/02/29 - 12:58:10,22.8,988.0,36.7
2865,2020/02/29 - 12:58:15,22.8,988.0,36.7
2866,2020/02/29 - 12:58:20,22.8,988.0,36.6
2867,2020/02/29 - 12:58:25,22.8,988.0,36.7
2868,2020/02/29 - 12:58:30,22.8,988.0,36.6
2869,2020/02/29 - 12:58:35,22.8,988.0,36.6
2870,2020/02/29 - 12:58:40,22.8,988.0,36.6
2871,2020/02/29 - 12:58:45,22.8,988.0,36.6
2872,2020/02/29 - 12:58:50,22.8,988.0,36.6
2873,2020/02/29 - 12:58:55,22.8,988.0,36.6
2874,2020/02/29 - 12:59:00,22.8,988.0,36.6
2875,2020/02/29 - 12:59:05,22.8,988.0,36.6
2876,2020/02/29 - 12:59:10,22.8,988.0,36.6
2877,2020/02/29 - 12:59:15,22.8,988.0,36.7
2878,2020/02/29 - 12:59:20,22.8,988.0,36.6
2879,2020/02/29 - 12:59:25,22.8,988.0,36.6
2880,2020/02/29 - 12:59:30,22.8,988.0,36.6
2881,2020/02/29 - 12:59:35,22.8,988.0,36.5
2882,2020/02/29 - 12:59:40,22.8,988.0,36.6
2883,2020/02/29 - 12:59:45,22.8,988.0,36.5
2884,2020/02/29 - 12:59:50,22.8,988.0,36.5
2885,2020/02/29 - 12:59:55,22.8,988.0,36.5
2886,2020/02/29 - 13:00:00,22.8,988.0,36.5
2887,2020/02/29 - 13:00:05,22.8,988.0,36.5
2888,2020/02/29 - 13:00:10,22.8,988.0,36.4
2889,2020/02/29 - 13:00:15,22.9,988.0,36.4
2890,2020/02/29 - 13:00:20,22.8,988.0,36.5
2891,2020/02/29 - 13:00:25,22.8,988.0,36.4
2892,2020/02/29 - 13:00:30,22.8,988.0,36.4
2893,2020/02/29 - 13:00:35,22.9,988.0,36.4
2894,2020/02/29 - 13:00:40,22.9,988.0,36.4
2895,2020/02/29 - 13:00:45,22.9,988.0,36.4
2896,2020/02/29 - 13:00:50,22.9,988.0,36.4
2897,2020/02/29 - 13:00:55,22.9,988.0,36.4
2898,2020/02/29 - 13:01:00,22.9,988.0,36.4
2899,2020/02/29 - 13:01:05,22.9,988.0,36.3
2900,2020/02/29 - 13:01:10,22.9,988.0,36.4
2901,2020/02/29 - 13:01:15,22.9,988.0,36.4
2902,2020/02/29 - 13:01:20,22.9,988.0,36.4
2903,2020/02/29 - 13:01:25,22.9,988.0,36.4
2904,2020/02/29 - 13:01:30,22.9,988.0,36.4
2905,2020/02/29 - 13:01:35,22.9,988.0,36.4
2906,2020/02/29 - 13:01:40,22.9,988.0,36.4
2907,2020/02/29 - 13:01:45,22.9,988.0,36.4
2908,2020/02/29 - 13:01:50,22.9,988.0,36.4
2909,2020/02/29 - 13:01:55,22.8,988.0,36.4
2910,2020/02/29 - 13:02:00,22.8,988.0,36.4
2911,2020/02/29 - 13:02:05,22.8,988.0,36.4
2912,2020/02/29 - 13:02:10,22.8,988.0,36.4
2913,2020/02/29 - 13:02:15,22.8,988.0,36.4
2914,2020/02/29 - 13:02:20,22.8,988.0,36.4
2915,2020/02/29 - 13:02:25,22.9,988.0,36.4
2916,2020/02/29 - 13:02:30,22.9,988.0,36.3
2917,2020/02/29 - 13:02:35,22.9,988.0,36.3
2918,2020/02/29 - 13:02:40,22.9,988.0,36.3
2919,2020/02/29 - 13:02:45,22.9,988.0,36.4
2920,2020/02/29 - 13:02:50,22.9,988.0,36.3
2921,2020/02/29 - 13:02:55,22.9,988.0,36.3
2922,2020/02/29 - 13:03:00,22.9,988.0,36.2
2923,2020/02/29 - 13:03:05,22.9,988.0,36.2
2924,2020/02/29 - 13:03:10,22.9,988.0,36.2
2925,2020/02/29 - 13:03:15,22.9,988.0,36.3
2926,2020/02/29 - 13:03:20,22.9,988.0,36.3
2927,2020/02/29 - 13:03:25,22.9,988.0,36.2
2928,2020/02/29 - 13:03:30,22.9,988.0,36.2
2929,2020/02/29 - 13:03:35,22.9,988.0,36.2
2930,2020/02/29 - 13:03:40,22.9,988.0,36.2
2931,2020/02/29 - 13:03:45,22.9,988.0,36.2
2932,2020/02/29 - 13:03:50,22.9,988.0,36.2
2933,2020/02/29 - 13:03:55,22.9,988.0,36.2
2934,2020/02/29 - 13:04:00,22.9,988.0,36.2
2935,2020/02/29 - 13:04:05,22.9,988.0,36.2
2936,2020/02/29 - 13:04:10,22.9,988.0,36.2
2937,2020/02/29 - 13:04:15,22.9,988.0,36.1
2938,2020/02/29 - 13:04:20,22.9,988.0,36.1
2939,2020/02/29 - 13:04:25,22.9,988.0,36.1
2940,2020/02/29 - 13:04:30,22.9,988.0,36.1
2941,2020/02/29 - 13:04:35,22.9,988.0,36.1
2942,2020/02/29 - 13:04:40,22.9,988.0,36.1
2943,2020/02/29 - 13:04:45,22.9,988.0,36.1
2944,2020/02/29 - 13:04:50,22.9,988.0,36.1
2945,2020/02/29 - 13:04:55,23.0,988.0,36.1
2946,2020/02/29 - 13:05:00,22.9,988.0,36.1
2947,2020/02/29 - 13:05:05,22.9,988.0,36.1
2948,2020/02/29 - 13:05:10,23.0,988.0,36.0
2949,2020/02/29 - 13:05:15,22.9,988.0,36.0
2950,2020/02/29 - 13:05:20,23.0,988.0,36.0
2951,2020/02/29 - 13:05:25,22.9,988.0,36.1
2952,2020/02/29 - 13:05:30,22.9,988.0,36.1
2953,2020/02/29 - 13:05:35,22.9,988.0,36.1
2954,2020/02/29 - 13:05:40,22.9,988.0,36.0
2955,2020/02/29 - 13:05:45,22.9,988.0,36.1
2956,2020/02/29 - 13:05:50,22.9,988.0,36.1
2957,2020/02/29 - 13:05:55,23.0,988.0,36.0
2958,2020/02/29 - 13:06:00,23.0,988.0,36.0
2959,2020/02/29 - 13:06:05,23.0,988.0,36.0
2960,2020/02/29 - 13:06:10,23.0,988.0,36.0
2961,2020/02/29 - 13:06:15,23.0,988.0,36.0
2962,2020/02/29 - 13:06:20,23.0,988.0,36.0
2963,2020/02/29 - 13:06:25,23.0,988.0,36.0
2964,2020/02/29 - 13:06:30,22.9,988.0,36.1
2965,2020/02/29 - 13:06:35,23.0,988.0,36.0
2966,2020/02/29 - 13:06:40,22.9,988.0,36.1
2967,2020/02/29 - 13:06:45,23.0,988.0,36.0
2968,2020/02/29 - 13:06:50,23.0,988.0,36.0
2969,2020/02/29 - 13:06:55,22.9,988.0,36.0
2970,2020/02/29 - 13:07:00,22.9,988.0,36.0
2971,2020/02/29 - 13:07:05,22.9,988.0,36.0
2972,2020/02/29 - 13:07:10,23.0,988.0,36.0
2973,2020/02/29 - 13:07:15,23.0,988.0,36.0
2974,2020/02/29 - 13:07:20,23.0,988.0,35.9
2975,2020/02/29 - 13:07:25,23.0,988.0,36.0
2976,2020/02/29 - 13:07:30,23.0,988.0,36.0
2977,2020/02/29 - 13:07:35,22.9,988.0,36.1
2978,2020/02/29 - 13:07:40,22.9,988.0,36.1
2979,2020/02/29 - 13:07:45,22.9,988.0,36.1
2980,2020/02/29 - 13:07:50,22.9,988.0,36.1
2981,2020/02/29 - 13:07:55,22.9,988.0,36.1
2982,2020/02/29 - 13:08:00,22.9,988.0,36.2
2983,2020/02/29 - 13:08:05,22.9,988.0,36.2
2984,2020/02/29 - 13:08:10,22.9,988.0,36.1
2985,2020/02/29 - 13:08:15,22.9,988.0,36.1
2986,2020/02/29 - 13:08:20,22.9,988.0,36.1
2987,2020/02/29 - 13:08:25,22.9,988.0,36.1
2988,2020/02/29 - 13:08:30,22.9,988.0,36.1
2989,2020/02/29 - 13:08:35,22.9,988.0,36.1
2990,2020/02/29 - 13:08:40,22.9,988.0,36.1
2991,2020/02/29 - 13:08:45,22.9,988.0,36.2
2992,2020/02/29 - 13:08:50,22.9,988.0,36.2
2993,2020/02/29 - 13:08:55,22.8,988.0,36.2
2994,2020/02/29 - 13:09:00,22.8,988.0,36.2
2995,2020/02/29 - 13:09:05,22.8,988.0,36.2
2996,2020/02/29 - 13:09:10,22.9,988.0,36.2
2997,2020/02/29 - 13:09:15,22.9,988.0,36.1
2998,2020/02/29 - 13:09:25,22.9,988.0,36.0
2999,2020/02/29 - 13:09:30,22.9,988.0,36.0
3000,2020/02/29 - 13:09:35,22.9,988.0,36.1
3001,2020/02/29 - 13:09:40,22.9,988.0,36.0
3002,2020/02/29 - 13:09:45,22.9,988.0,36.0
3003,2020/02/29 - 13:09:50,22.9,988.0,36.0
3004,2020/02/29 - 13:09:55,22.9,988.0,36.0
3005,2020/02/29 - 13:10:00,22.9,988.0,35.9
3006,2020/02/29 - 13:10:05,22.9,988.0,35.9
3007,2020/02/29 - 13:10:10,22.9,988.0,35.9
3008,2020/02/29 - 13:10:15,22.9,988.0,35.9
3009,2020/02/29 - 13:10:20,22.9,988.0,35.9
3010,2020/02/29 - 13:10:25,23.0,988.0,35.9
3011,2020/02/29 - 13:10:30,22.9,988.0,35.9
3012,2020/02/29 - 13:10:35,22.9,988.0,35.9
3013,2020/02/29 - 13:10:40,23.0,988.0,35.8
3014,2020/02/29 - 13:10:45,23.0,988.0,35.9
3015,2020/02/29 - 13:10:50,22.9,988.0,35.9
3016,2020/02/29 - 13:10:55,22.9,988.0,35.9
3017,2020/02/29 - 13:11:00,23.0,988.0,35.9
3018,2020/02/29 - 13:11:05,23.0,988.0,35.9
3019,2020/02/29 - 13:11:10,23.0,988.0,35.9
3020,2020/02/29 - 13:11:15,23.0,988.0,35.9
3021,2020/02/29 - 13:11:20,23.0,988.0,35.9
3022,2020/02/29 - 13:11:25,23.0,988.0,35.8
3023,2020/02/29 - 13:11:30,23.0,988.0,35.8
3024,2020/02/29 - 13:11:35,23.0,988.0,35.8
3025,2020/02/29 - 13:11:40,23.0,988.0,35.8
3026,2020/02/29 - 13:11:45,23.0,988.0,35.8
3027,2020/02/29 - 13:11:50,23.0,988.0,35.8
3028,2020/02/29 - 13:11:55,23.0,988.0,35.8
3029,2020/02/29 - 13:12:00,23.0,988.0,35.7
3030,2020/02/29 - 13:12:05,23.0,988.0,35.7
3031,2020/02/29 - 13:12:10,23.0,988.0,35.7
3032,2020/02/29 - 13:12:15,23.1,988.0,35.7
3033,2020/02/29 - 13:12:20,23.1,988.0,35.7
3034,2020/02/29 - 13:12:25,23.0,988.0,35.7
3035,2020/02/29 - 13:12:30,23.0,988.0,35.7
3036,2020/02/29 - 13:12:35,23.0,988.0,35.7
3037,2020/02/29 - 13:12:40,23.0,988.0,35.7
3038,2020/02/29 - 13:12:45,23.0,988.0,35.7
3039,2020/02/29 - 13:12:50,23.0,988.0,35.7
3040,2020/02/29 - 13:12:55,23.0,988.0,35.7
3041,2020/02/29 - 13:13:00,23.0,988.0,35.7
3042,2020/02/29 - 13:13:05,23.0,988.0,35.7
3043,2020/02/29 - 13:13:10,23.0,988.0,35.7
3044,2020/02/29 - 13:13:15,23.0,988.0,35.7
3045,2020/02/29 - 13:13:20,23.0,988.0,35.8
3046,2020/02/29 - 13:13:25,23.0,988.0,35.7
3047,2020/02/29 - 13:13:30,23.0,988.0,35.8
3048,2020/02/29 - 13:13:35,23.0,988.0,35.8
3049,2020/02/29 - 13:13:40,23.0,988.0,35.8
3050,2020/02/29 - 13:13:45,23.0,988.0,35.7
3051,2020/02/29 - 13:13:50,23.0,988.0,35.7
3052,2020/02/29 - 13:13:55,23.0,988.0,35.7
3053,2020/02/29 - 13:14:00,23.0,988.0,35.8
3054,2020/02/29 - 13:14:05,23.0,988.0,35.8
3055,2020/02/29 - 13:14:10,23.0,988.0,35.7
3056,2020/02/29 - 13:14:15,23.0,988.0,35.7
3057,2020/02/29 - 13:14:20,23.0,988.0,35.7
3058,2020/02/29 - 13:14:25,23.0,988.0,35.7
3059,2020/02/29 - 13:14:30,23.0,988.0,35.7
