,Zeit,Temperatur,Druck,Luftfeuchtigkeit
1424,2020/02/29 - 10:58:10,18.8,990.0,44.2
1425,2020/02/29 - 10:58:15,18.8,990.0,44.2
1426,2020/02/29 - 10:58:20,18.8,990.0,44.2
1427,2020/02/29 - 10:58:25,18.8,990.0,44.2
1428,2020/02/29 - 10:58:30,18.8,990.0,44.2
1429,2020/02/29 - 10:58:35,18.8,990.0,44.2
1430,2020/02/29 - 10:58:40,18.8,990.0,44.2
1431,2020/02/29 - 10:58:45,18.8,990.0,44.3
1432,2020/02/29 - 10:58:50,18.8,990.0,44.3
1433,2020/02/29 - 10:58:55,18.7,990.0,44.3
1434,2020/02/29 - 10:59:00,18.7,990.0,44.3
1435,2020/02/29 - 10:59:05,18.7,990.0,44.4
1436,2020/02/29 - 10:59:10,18.7,990.0,44.5
1437,2020/02/29 - 10:59:15,18.7,990.0,44.5
1438,2020/02/29 - 10:59:20,18.7,990.0,44.5
1439,2020/02/29 - 10:59:25,18.7,990.0,44.5
1440,2020/02/29 - 10:59:30,18.7,990.0,44.5
1441,2020/02/29 - 10:59:35,18.7,990.0,44.5
1442,2020/02/29 - 10:59:40,18.8,990.0,44.5
1443,2020/02/29 - 10:59:45,18.7,990.0,44.5
1444,2020/02/29 - 10:59:50,18.7,990.0,44.5
1445,2020/02/29 - 10:59:55,18.7,990.0,44.4
1446,2020/02/29 - 11:00:00,18.8,990.0,44.4
1447,2020/02/29 - 11:00:05,18.7,990.0,44.4
1448,2020/02/29 - 11:00:10,18.7,990.0,44.5
1449,2020/02/29 - 11:00:15,18.7,990.0,44.5
1450,2020/02/29 - 11:00:20,18.7,990.0,44.5
1451,2020/02/29 - 11:00:25,18.7,990.0,44.5
1452,2020/02/29 - 11:00:30,18.7,990.0,44.5
1453,2020/02/29 - 11:00:35,18.7,990.0,44.5
1454,2020/02/29 - 11:00:40,18.7,990.0,44.5
1455,2020/02/29 - 11:00:45,18.7,990.0,44.5
1456,2020/02/29 - 11:00:50,18.7,990.0,44.5
1457,2020/02/29 - 11:00:55,18.7,990.0,44.5
1458,2020/02/29 - 11:01:00,18.7,990.0,44.5
1459,2020/02/29 - 11:01:05,18.7,990.0,44.5
1460,2020/02/29 - 11:01:10,18.7,990.0,44.5
1461,2020/02/29 - 11:01:15,18.7,990.0,44.5
1462,2020/02/29 - 11:01:20,18.6,990.0,44.5
1463,2020/02/29 - 11:01:25,18.6,990.0,44.5
1464,2020/02/29 - 11:01:30,18.6,990.0,44.6
1465,2020/02/29 - 11:01:35,18.6,990.0,44.6
1466,2020/02/29 - 11:01:40,18.6,990.0,44.6
1467,2020/02/29 - 11:01:45,18.6,990.0,44.7
1468,2020/02/29 - 11:01:50,18.6,990.0,44.7
1469,2020/02/29 - 11:01:55,18.5,990.0,44.7
1470,2020/02/29 - 11:02:00,18.5,990.0,44.8
1471,2020/02/29 - 11:02:05,18.5,990.0,44.8
1472,2020/02/29 - 11:02:10,18.5,990.0,44.8
1473,2020/02/29 - 11:02:15,18.5,990.0,44.8
1474,2020/02/29 - 11:02:20,18.5,990.0,45.1
1475,2020/02/29 - 11:02:25,18.4,990.0,45.3
1476,2020/02/29 - 11:02:30,18.4,990.0,45.4
1477,2020/02/29 - 11:02:35,18.4,990.0,45.1
1478,2020/02/29 - 11:02:40,18.5,990.0,45.1
1479,2020/02/29 - 11:02:45,18.4,990.0,45.1
1480,2020/02/29 - 11:02:50,18.4,990.0,45.1
1481,2020/02/29 - 11:02:55,18.4,990.0,45.1
1482,2020/02/29 - 11:03:00,18.5,990.0,45.1
1483,2020/02/29 - 11:03:05,18.5,990.0,45.0
1484,2020/02/29 - 11:03:10,18.5,990.0,45.1
1485,2020/02/29 - 11:03:15,18.4,990.0,45.2
1486,2020/02/29 - 11:03:20,18.4,990.0,45.2
1487,2020/02/29 - 11:03:25,18.5,990.0,45.1
1488,2020/02/29 - 11:03:30,18.5,990.0,45.2
1489,2020/02/29 - 11:03:35,18.4,990.0,45.2
1490,2020/02/29 - 11:03:40,18.4,990.0,45.2
1491,2020/02/29 - 11:03:45,18.4,990.0,45.2
1492,2020/02/29 - 11:03:50,18.5,990.0,45.2
1493,2020/02/29 - 11:03:55,18.5,990.0,45.1
1494,2020/02/29 - 11:04:00,18.5,990.0,45.1
1495,2020/02/29 - 11:04:05,18.5,990.0,45.0
1496,2020/02/29 - 11:04:10,18.6,990.0,45.0
1497,2020/02/29 - 11:04:15,18.6,990.0,44.9
1498,2020/02/29 - 11:04:20,18.6,990.0,44.9
1499,2020/02/29 - 11:04:25,18.6,990.0,44.8
1500,2020/02/29 - 11:04:30,18.6,990.0,44.8
1501,2020/02/29 - 11:04:35,18.6,990.0,44.8
1502,2020/02/29 - 11:04:40,18.7,990.0,44.8
1503,2020/02/29 - 11:04:45,18.7,990.0,44.7
1504,2020/02/29 - 11:04:50,18.7,990.0,44.7
1505,2020/02/29 - 11:04:55,18.7,990.0,44.6
1506,2020/02/29 - 11:05:00,18.7,990.0,44.7
1507,2020/02/29 - 11:05:05,18.7,990.0,44.6
1508,2020/02/29 - 11:05:10,18.8,990.0,44.6
1509,2020/02/29 - 11:05:15,18.8,990.0,44.5
1510,2020/02/29 - 11:05:20,18.8,990.0,44.5
1511,2020/02/29 - 11:05:25,18.8,990.0,44.5
1512,2020/02/29 - 11:05:30,18.8,990.0,44.5
1513,2020/02/29 - 11:05:35,18.8,990.0,44.4
1514,2020/02/29 - 11:05:40,18.8,990.0,44.5
1515,2020/02/29 - 11:05:45,18.8,990.0,44.5
1516,2020/02/29 - 11:05:50,18.8,990.0,44.5
1517,2020/02/29 - 11:05:55,18.9,990.0,44.4
1518,2020/02/29 - 11:06:00,18.9,990.0,44.4
1519,2020/02/29 - 11:06:05,18.9,990.0,44.3
1520,2020/02/29 - 11:06:10,18.9,990.0,44.3
1521,2020/02/29 - 11:06:15,18.9,990.0,44.3
1522,2020/02/29 - 11:06:20,18.9,990.0,44.2
1523,2020/02/29 - 11:06:25,18.9,990.0,44.2
1524,2020/02/29 - 11:06:30,18.9,990.0,44.2
1525,2020/02/29 - 11:06:35,18.9,990.0,44.2
1526,2020/02/29 - 11:06:40,18.9,990.0,44.2
1527,2020/02/29 - 11:06:45,18.9,990.0,44.2
1528,2020/02/29 - 11:06:50,18.9,990.0,44.2
1529,2020/02/29 - 11:06:55,18.9,990.0,44.2
1530,2020/02/29 - 11:07:00,18.9,990.0,44.2
1531,2020/02/29 - 11:07:05,18.9,990.0,44.2
1532,2020/02/29 - 11:07:10,18.9,990.0,44.2
1533,2020/02/29 - 11:07:15,18.9,990.0,44.3
1534,2020/02/29 - 11:07:20,18.8,990.0,44.3
1535,2020/02/29 - 11:07:25,18.9,990.0,44.3
1536,2020/02/29 - 11:07:30,18.9,990.0,44.3
1537,2020/02/29 - 11:07:35,18.8,990.0,44.3
1538,2020/02/29 - 11:07:40,18.8,990.0,44.3
1539,2020/02/29 - 11:07:45,18.8,990.0,44.4
1540,2020/02/29 - 11:07:50,18.8,990.0,44.4
1541,2020/02/29 - 11:07:55,18.8,990.0,44.4
1542,2020/02/29 - 11:08:00,18.8,990.0,44.5
1543,2020/02/29 - 11:08:05,18.7,990.0,44.5
1544,2020/02/29 - 11:08:10,18.8,990.0,44.5
1545,2020/02/29 - 11:08:15,18.8,990.0,44.5
1546,2020/02/29 - 11:08:20,18.8,990.0,44.5
1547,2020/02/29 - 11:08:25,18.8,990.0,44.5
1548,2020/02/29 - 11:08:30,18.8,990.0,44.5
1549,2020/02/29 - 11:08:35,18.7,990.0,44.5
1550,2020/02/29 - 11:08:40,18.7,990.0,44.6
1551,2020/02/29 - 11:08:45,18.7,990.0,44.6
1552,2020/02/29 - 11:08:50,18.7,990.0,44.6
1553,2020/02/29 - 11:08:55,18.7,990.0,44.6
1554,2020/02/29 - 11:09:00,18.7,990.0,44.7
1555,2020/02/29 - 11:09:05,18.8,990.0,44.6
1556,2020/02/29 - 11:09:10,18.8,990.0,44.7
1557,2020/02/29 - 11:09:15,18.8,990.0,44.6
1558,2020/02/29 - 11:09:20,18.8,990.0,44.6
1559,2020/02/29 - 11:09:25,18.8,990.0,44.6
1560,2020/02/29 - 11:09:30,18.7,990.0,44.6
1561,2020/02/29 - 11:09:35,18.8,990.0,44.6
1562,2020/02/29 - 11:09:40,18.7,990.0,44.7
1563,2020/02/29 - 11:09:45,18.7,990.0,44.6
1564,2020/02/29 - 11:09:50,18.8,990.0,44.6
1565,2020/02/29 - 11:09:55,18.8,990.0,44.6
1566,2020/02/29 - 11:10:00,18.8,990.0,44.6
1567,2020/02/29 - 11:10:05,18.8,990.0,44.6
1568,2020/02/29 - 11:10:10,18.8,990.0,44.6
1569,2020/02/29 - 11:10:15,18.8,990.0,44.5
1570,2020/02/29 - 11:10:20,18.8,990.0,44.5
1571,2020/02/29 - 11:10:25,18.8,990.0,44.5
1572,2020/02/29 - 11:10:30,18.8,990.0,44.5
1573,2020/02/29 - 11:10:35,18.9,990.0,44.5
1574,2020/02/29 - 11:10:40,18.9,990.0,44.5
1575,2020/02/29 - 11:10:45,18.9,990.0,44.4
1576,2020/02/29 - 11:10:50,18.9,990.0,44.4
1577,2020/02/29 - 11:10:55,18.9,990.0,44.4
1578,2020/02/29 - 11:11:00,18.9,990.0,44.4
1579,2020/02/29 - 11:11:05,18.9,990.0,44.4
1580,2020/02/29 - 11:11:10,18.9,990.0,44.3
1581,2020/02/29 - 11:11:15,19.0,990.0,44.3
1582,2020/02/29 - 11:11:20,19.0,990.0,44.2
1583,2020/02/29 - 11:11:25,19.0,990.0,44.2
1584,2020/02/29 - 11:11:30,19.0,990.0,44.2
1585,2020/02/29 - 11:11:35,19.0,990.0,44.3
1586,2020/02/29 - 11:11:40,18.8,990.0,44.4
1587,2020/02/29 - 11:11:45,18.9,990.0,44.4
1588,2020/02/29 - 11:11:50,18.8,990.0,44.5
1589,2020/02/29 - 11:11:55,18.9,990.0,44.4
1590,2020/02/29 - 11:12:00,18.8,990.0,44.4
1591,2020/02/29 - 11:12:05,18.8,990.0,44.5
1592,2020/02/29 - 11:12:10,18.8,990.0,44.5
1593,2020/02/29 - 11:12:15,18.8,990.0,44.5
1594,2020/02/29 - 11:12:20,18.8,990.0,44.5
1595,2020/02/29 - 11:12:25,18.8,990.0,44.5
1596,2020/02/29 - 11:12:30,18.8,990.0,44.5
1597,2020/02/29 - 11:12:35,18.8,990.0,44.5
1598,2020/02/29 - 11:12:40,18.8,990.0,44.6
1599,2020/02/29 - 11:12:45,18.7,990.0,44.6
1600,2020/02/29 - 11:12:50,18.7,990.0,44.7
1601,2020/02/29 - 11:12:55,18.7,990.0,44.7
1602,2020/02/29 - 11:13:00,18.7,990.0,44.7
1603,2020/02/29 - 11:13:05,18.7,990.0,44.7
1604,2020/02/29 - 11:13:10,18.6,990.0,44.8
1605,2020/02/29 - 11:13:15,18.6,990.0,44.8
1606,2020/02/29 - 11:13:20,18.6,990.0,44.9
1607,2020/02/29 - 11:13:25,18.6,990.0,45.0
1608,2020/02/29 - 11:13:30,18.6,990.0,45.0
1609,2020/02/29 - 11:13:35,18.6,990.0,45.0
1610,2020/02/29 - 11:13:40,18.6,990.0,45.0
1611,2020/02/29 - 11:13:45,18.6,990.0,45.0
1612,2020/02/29 - 11:13:50,18.6,990.0,45.0
1613,2020/02/29 - 11:13:55,18.6,990.0,45.0
1614,2020/02/29 - 11:14:00,18.6,990.0,45.0
1615,2020/02/29 - 11:14:05,18.6,990.0,45.0
1616,2020/02/29 - 11:14:10,18.6,990.0,45.1
1617,2020/02/29 - 11:14:15,18.6,990.0,45.1
1618,2020/02/29 - 11:14:20,18.6,990.0,45.0
1619,2020/02/29 - 11:14:25,18.6,990.0,45.0
1620,2020/02/29 - 11:14:30,18.6,990.0,45.0
1621,2020/02/29 - 11:14:35,18.6,990.0,45.0
1622,2020/02/29 - 11:14:40,18.4,990.0,45.2
1623,2020/02/29 - 11:14:45,18.4,990.0,45.4
1624,2020/02/29 - 11:14:50,18.4,990.0,45.5
1625,2020/02/29 - 11:14:55,18.4,990.0,45.4
1626,2020/02/29 - 11:15:00,18.3,990.0,45.6
1627,2020/02/29 - 11:15:05,18.4,990.0,45.7
1628,2020/02/29 - 11:15:10,18.4,990.0,45.6
1629,2020/02/29 - 11:15:15,18.5,990.0,45.6
1630,2020/02/29 - 11:15:20,18.5,990.0,45.5
1631,2020/02/29 - 11:15:25,18.6,990.0,45.3
1632,2020/02/29 - 11:15:30,18.6,990.0,45.2
1633,2020/02/29 - 11:15:35,18.7,990.0,45.1
1634,2020/02/29 - 11:15:40,18.7,990.0,45.1
1635,2020/02/29 - 11:15:45,18.7,990.0,45.0
1636,2020/02/29 - 11:15:50,18.7,990.0,45.0
1637,2020/02/29 - 11:15:55,18.8,990.0,44.9
1638,2020/02/29 - 11:16:00,18.7,990.0,44.9
1639,2020/02/29 - 11:16:05,18.8,990.0,44.9
1640,2020/02/29 - 11:16:10,18.8,990.0,44.8
1641,2020/02/29 - 11:16:15,18.8,990.0,44.8
1642,2020/02/29 - 11:16:20,18.8,990.0,44.8
1643,2020/02/29 - 11:16:25,18.8,990.0,44.7
1644,2020/02/29 - 11:16:30,18.9,990.0,44.7
1645,2020/02/29 - 11:16:35,18.9,990.0,44.6
1646,2020/02/29 - 11:16:40,18.9,990.0,44.6
1647,2020/02/29 - 11:16:45,18.9,990.0,44.6
1648,2020/02/29 - 11:16:50,18.8,990.0,44.7
1649,2020/02/29 - 11:16:55,18.9,990.0,44.6
1650,2020/02/29 - 11:17:00,18.9,990.0,44.6
1651,2020/02/29 - 11:17:05,18.9,990.0,44.6
1652,2020/02/29 - 11:17:10,18.9,990.0,44.5
1653,2020/02/29 - 11:17:15,18.9,990.0,44.5
1654,2020/02/29 - 11:17:20,18.9,990.0,44.5
1655,2020/02/29 - 11:17:25,18.9,990.0,44.5
1656,2020/02/29 - 11:17:30,18.9,990.0,44.5
1657,2020/02/29 - 11:17:35,18.9,990.0,44.5
1658,2020/02/29 - 11:17:40,18.9,990.0,44.4
1659,2020/02/29 - 11:17:45,18.9,990.0,44.4
1660,2020/02/29 - 11:17:50,18.9,990.0,44.4
1661,2020/02/29 - 11:17:55,18.9,990.0,44.5
1662,2020/02/29 - 11:18:00,18.9,990.0,44.5
1663,2020/02/29 - 11:18:05,18.9,990.0,44.5
1664,2020/02/29 - 11:18:10,18.9,990.0,44.5
1665,2020/02/29 - 11:18:15,18.8,990.0,44.5
1666,2020/02/29 - 11:18:20,18.9,990.0,44.5
1667,2020/02/29 - 11:18:25,18.8,990.0,44.5
1668,2020/02/29 - 11:18:30,18.8,990.0,44.6
1669,2020/02/29 - 11:18:35,18.8,990.0,44.6
1670,2020/02/29 - 11:18:40,18.8,990.0,44.6
1671,2020/02/29 - 11:18:45,18.8,990.0,44.6
1672,2020/02/29 - 11:18:50,18.8,990.0,44.7
1673,2020/02/29 - 11:18:55,18.7,990.0,44.7
1674,2020/02/29 - 11:19:00,18.7,990.0,44.7
1675,2020/02/29 - 11:19:05,18.7,990.0,44.8
1676,2020/02/29 - 11:19:10,18.7,990.0,45.0
1677,2020/02/29 - 11:19:15,18.8,990.0,45.0
1678,2020/02/29 - 11:19:20,18.8,990.0,44.8
1679,2020/02/29 - 11:19:25,18.8,990.0,44.8
1680,2020/02/29 - 11:19:30,18.8,990.0,44.8
1681,2020/02/29 - 11:19:35,18.8,990.0,44.7
1682,2020/02/29 - 11:19:40,18.8,990.0,44.7
1683,2020/02/29 - 11:19:45,18.8,990.0,44.7
1684,2020/02/29 - 11:19:50,18.8,990.0,44.7
1685,2020/02/29 - 11:19:55,18.8,990.0,44.6
1686,2020/02/29 - 11:20:00,18.9,990.0,44.6
1687,2020/02/29 - 11:20:05,18.9,990.0,44.6
1688,2020/02/29 - 11:20:10,18.9,990.0,44.6
1689,2020/02/29 - 11:20:15,18.9,990.0,44.5
1690,2020/02/29 - 11:20:20,18.9,990.0,44.5
1691,2020/02/29 - 11:20:25,18.9,990.0,44.5
1692,2020/02/29 - 11:20:30,18.9,990.0,44.6
1693,2020/02/29 - 11:20:35,18.9,990.0,44.5
1694,2020/02/29 - 11:20:40,18.9,990.0,44.5
1695,2020/02/29 - 11:20:45,18.9,990.0,44.6
1696,2020/02/29 - 11:20:50,18.8,990.0,44.6
1697,2020/02/29 - 11:20:55,18.8,990.0,44.6
1698,2020/02/29 - 11:21:00,18.8,990.0,44.6
1699,2020/02/29 - 11:21:05,18.8,990.0,44.6
1700,2020/02/29 - 11:21:10,18.8,990.0,44.6
1701,2020/02/29 - 11:21:15,18.8,990.0,44.6
1702,2020/02/29 - 11:21:20,18.8,990.0,44.6
1703,2020/02/29 - 11:21:25,18.8,990.0,44.6
1704,2020/02/29 - 11:21:30,18.8,990.0,44.5
1705,2020/02/29 - 11:21:35,18.8,990.0,44.6
1706,2020/02/29 - 11:21:40,18.8,990.0,44.6
1707,2020/02/29 - 11:21:45,18.8,990.0,44.6
1708,2020/02/29 - 11:21:50,18.8,990.0,44.5
1709,2020/02/29 - 11:21:55,18.8,990.0,44.6
1710,2020/02/29 - 11:22:00,18.8,990.0,44.6
1711,2020/02/29 - 11:22:05,18.8,990.0,44.6
1712,2020/02/29 - 11:22:10,18.8,990.0,44.6
1713,2020/02/29 - 11:22:15,18.8,990.0,44.6
1714,2020/02/29 - 11:22:20,18.8,990.0,44.5
1715,2020/02/29 - 11:22:25,18.8,990.0,44.5
1716,2020/02/29 - 11:22:30,18.8,990.0,44.5
1717,2020/02/29 - 11:22:35,18.8,990.0,44.5
1718,2020/02/29 - 11:22:40,18.8,990.0,44.5
1719,2020/02/29 - 11:22:45,18.8,990.0,44.5
1720,2020/02/29 - 11:22:50,18.8,990.0,44.5
1721,2020/02/29 - 11:22:55,18.8,990.0,44.5
1722,2020/02/29 - 11:23:00,18.8,990.0,44.5
1723,2020/02/29 - 11:23:05,18.8,990.0,44.5
1724,2020/02/29 - 11:23:10,18.8,990.0,44.5
1725,2020/02/29 - 11:23:15,18.8,990.0,44.5
1726,2020/02/29 - 11:23:20,18.7,990.0,44.6
1727,2020/02/29 - 11:23:25,18.8,990.0,44.6
1728,2020/02/29 - 11:23:30,18.7,990.0,44.6
1729,2020/02/29 - 11:23:35,18.7,990.0,44.7
1730,2020/02/29 - 11:23:40,18.7,990.0,44.7
1731,2020/02/29 - 11:23:45,18.7,990.0,44.7
1732,2020/02/29 - 11:23:50,18.7,990.0,44.7
1733,2020/02/29 - 11:23:55,18.6,990.0,44.8
1734,2020/02/29 - 11:24:00,18.6,990.0,44.8
1735,2020/02/29 - 11:24:05,18.6,990.0,44.9
1736,2020/02/29 - 11:24:10,18.6,990.0,45.0
1737,2020/02/29 - 11:24:15,18.6,990.0,45.0
1738,2020/02/29 - 11:24:20,18.4,990.0,45.3
1739,2020/02/29 - 11:24:25,18.2,990.0,45.8
1740,2020/02/29 - 11:24:30,18.3,990.0,45.7
1741,2020/02/29 - 11:24:35,18.4,990.0,45.7
1742,2020/02/29 - 11:24:40,18.4,990.0,45.6
1743,2020/02/29 - 11:24:45,18.4,990.0,45.6
1744,2020/02/29 - 11:24:50,18.4,990.0,45.7
1745,2020/02/29 - 11:24:55,18.4,990.0,45.6
1746,2020/02/29 - 11:25:00,18.4,990.0,45.5
1747,2020/02/29 - 11:25:05,18.5,990.0,45.4
1748,2020/02/29 - 11:25:10,18.5,990.0,45.4
1749,2020/02/29 - 11:25:15,18.5,990.0,45.3
1750,2020/02/29 - 11:25:20,18.6,990.0,45.3
1751,2020/02/29 - 11:25:25,18.6,990.0,45.2
1752,2020/02/29 - 11:25:30,18.6,990.0,45.2
1753,2020/02/29 - 11:25:35,18.6,990.0,45.2
1754,2020/02/29 - 11:25:40,18.6,990.0,45.1
1755,2020/02/29 - 11:25:45,18.6,990.0,45.2
1756,2020/02/29 - 11:25:50,18.6,990.0,45.2
1757,2020/02/29 - 11:25:55,18.6,990.0,45.2
1758,2020/02/29 - 11:26:00,18.6,990.0,45.2
1759,2020/02/29 - 11:26:05,18.6,990.0,45.2
1760,2020/02/29 - 11:26:10,18.6,990.0,45.2
1761,2020/02/29 - 11:26:15,18.6,990.0,45.2
1762,2020/02/29 - 11:26:20,18.6,990.0,45.2
1763,2020/02/29 - 11:26:25,18.6,990.0,45.1
1764,2020/02/29 - 11:26:30,18.5,990.0,45.2
1765,2020/02/29 - 11:26:35,18.5,990.0,45.3
1766,2020/02/29 - 11:26:40,18.5,989.0,45.3
1767,2020/02/29 - 11:26:45,18.5,990.0,45.3
1768,2020/02/29 - 11:26:50,18.6,990.0,45.3
1769,2020/02/29 - 11:26:55,18.5,990.0,45.3
1770,2020/02/29 - 11:27:00,18.5,990.0,45.3
1771,2020/02/29 - 11:27:05,18.5,990.0,45.4
1772,2020/02/29 - 11:27:10,18.5,990.0,45.4
1773,2020/02/29 - 11:27:15,18.5,990.0,45.4
1774,2020/02/29 - 11:27:20,18.5,990.0,45.4
1775,2020/02/29 - 11:27:25,18.5,990.0,45.4
1776,2020/02/29 - 11:27:30,18.4,990.0,45.4
1777,2020/02/29 - 11:27:35,18.4,990.0,45.4
1778,2020/02/29 - 11:27:40,18.4,990.0,45.5
1779,2020/02/29 - 11:27:45,18.4,990.0,45.5
1780,2020/02/29 - 11:27:50,18.4,990.0,45.5
1781,2020/02/29 - 11:27:55,18.4,989.0,45.6
1782,2020/02/29 - 11:28:00,18.4,990.0,45.6
1783,2020/02/29 - 11:28:05,18.4,989.0,45.6
1784,2020/02/29 - 11:28:10,18.4,990.0,45.5
1785,2020/02/29 - 11:28:15,18.4,990.0,45.5
1786,2020/02/29 - 11:28:20,18.4,989.0,45.5
1787,2020/02/29 - 11:28:25,18.4,990.0,45.5
1788,2020/02/29 - 11:28:30,18.5,990.0,45.4
1789,2020/02/29 - 11:28:35,18.5,990.0,45.4
1790,2020/02/29 - 11:28:40,18.5,990.0,45.4
1791,2020/02/29 - 11:28:45,18.5,990.0,45.4
1792,2020/02/29 - 11:28:50,18.5,990.0,45.4
1793,2020/02/29 - 11:28:55,18.5,990.0,45.4
1794,2020/02/29 - 11:29:00,18.5,990.0,45.4
1795,2020/02/29 - 11:29:05,18.4,990.0,45.4
1796,2020/02/29 - 11:29:10,18.5,990.0,45.4
1797,2020/02/29 - 11:29:15,18.4,990.0,45.4
1798,2020/02/29 - 11:29:20,18.4,990.0,45.4
1799,2020/02/29 - 11:29:25,18.4,990.0,45.4
1800,2020/02/29 - 11:29:30,18.4,990.0,45.4
1801,2020/02/29 - 11:29:35,18.4,990.0,45.4
1802,2020/02/29 - 11:29:40,18.4,990.0,45.4
1803,2020/02/29 - 11:29:45,18.4,990.0,45.4
1804,2020/02/29 - 11:29:50,18.4,990.0,45.4
1805,2020/02/29 - 11:29:55,18.4,989.0,45.4
1806,2020/02/29 - 11:30:00,18.4,990.0,45.4
1807,2020/02/29 - 11:30:05,18.3,989.0,45.6
1808,2020/02/29 - 11:30:10,18.2,989.0,45.8
1809,2020/02/29 - 11:30:15,18.2,990.0,46.0
1810,2020/02/29 - 11:30:20,18.2,989.0,46.0
1811,2020/02/29 - 11:30:25,18.2,989.0,45.9
1812,2020/02/29 - 11:30:30,18.3,989.0,45.9
1813,2020/02/29 - 11:30:35,18.3,989.0,45.9
1814,2020/02/29 - 11:30:40,18.3,989.0,45.8
1815,2020/02/29 - 11:30:45,18.3,989.0,45.8
1816,2020/02/29 - 11:30:50,18.3,989.0,45.9
1817,2020/02/29 - 11:30:55,18.3,989.0,45.9
1818,2020/02/29 - 11:31:00,18.3,989.0,45.8
1819,2020/02/29 - 11:31:05,18.4,990.0,45.7
1820,2020/02/29 - 11:31:10,18.4,989.0,45.7
1821,2020/02/29 - 11:31:15,18.4,990.0,45.6
1822,2020/02/29 - 11:31:20,18.4,989.0,45.6
1823,2020/02/29 - 11:31:25,18.4,989.0,45.6
1824,2020/02/29 - 11:31:30,18.4,989.0,45.6
1825,2020/02/29 - 11:31:35,18.4,990.0,45.5
1826,2020/02/29 - 11:31:40,18.4,989.0,45.6
1827,2020/02/29 - 11:31:45,18.4,989.0,45.6
1828,2020/02/29 - 11:31:50,18.4,990.0,45.5
1829,2020/02/29 - 11:31:55,18.4,989.0,45.5
1830,2020/02/29 - 11:32:00,18.4,989.0,45.5
1831,2020/02/29 - 11:32:05,18.4,989.0,45.5
1832,2020/02/29 - 11:32:10,18.5,989.0,45.4
1833,2020/02/29 - 11:32:15,18.5,990.0,45.4
1834,2020/02/29 - 11:32:20,18.5,989.0,45.4
1835,2020/02/29 - 11:32:25,18.5,989.0,45.4
1836,2020/02/29 - 11:32:30,18.5,990.0,45.3
1837,2020/02/29 - 11:32:35,18.5,989.0,45.3
1838,2020/02/29 - 11:32:40,18.5,989.0,45.4
1839,2020/02/29 - 11:32:45,18.6,989.0,45.3
1840,2020/02/29 - 11:32:50,18.6,989.0,45.3
1841,2020/02/29 - 11:32:55,18.6,990.0,45.2
1842,2020/02/29 - 11:33:00,18.6,989.0,45.2
1843,2020/02/29 - 11:33:05,18.6,989.0,45.2
1844,2020/02/29 - 11:33:10,18.6,989.0,45.2
1845,2020/02/29 - 11:33:15,18.6,989.0,45.1
1846,2020/02/29 - 11:33:20,18.7,989.0,45.1
1847,2020/02/29 - 11:33:25,18.7,989.0,45.0
1848,2020/02/29 - 11:33:30,18.7,989.0,44.9
1849,2020/02/29 - 11:33:35,18.7,989.0,44.9
1850,2020/02/29 - 11:33:40,18.6,989.0,44.9
1851,2020/02/29 - 11:33:45,18.6,989.0,45.0
1852,2020/02/29 - 11:33:50,18.7,989.0,45.0
1853,2020/02/29 - 11:33:55,18.7,989.0,45.1
1854,2020/02/29 - 11:34:00,18.5,989.0,45.1
1855,2020/02/29 - 11:34:05,18.6,989.0,45.2
1856,2020/02/29 - 11:34:10,18.6,989.0,45.2
1857,2020/02/29 - 11:34:15,18.6,989.0,45.3
1858,2020/02/29 - 11:34:20,18.7,989.0,45.2
1859,2020/02/29 - 11:34:25,18.8,989.0,45.0
1860,2020/02/29 - 11:34:30,18.8,989.0,44.9
1861,2020/02/29 - 11:34:35,18.8,989.0,44.8
1862,2020/02/29 - 11:34:40,18.8,989.0,44.7
1863,2020/02/29 - 11:34:45,18.8,989.0,44.7
1864,2020/02/29 - 11:34:50,18.8,989.0,44.7
1865,2020/02/29 - 11:34:55,18.8,989.0,44.7
1866,2020/02/29 - 11:35:00,18.9,989.0,44.6
1867,2020/02/29 - 11:35:05,18.9,989.0,44.6
1868,2020/02/29 - 11:35:10,18.9,989.0,44.5
1869,2020/02/29 - 11:35:15,18.9,989.0,44.5
1870,2020/02/29 - 11:35:20,18.9,989.0,44.5
1871,2020/02/29 - 11:35:25,18.8,989.0,44.5
1872,2020/02/29 - 11:35:30,18.8,989.0,44.5
1873,2020/02/29 - 11:35:35,18.7,989.0,44.7
1874,2020/02/29 - 11:35:40,18.6,989.0,44.9
1875,2020/02/29 - 11:35:45,18.5,989.0,45.1
1876,2020/02/29 - 11:35:50,18.6,989.0,45.1
1877,2020/02/29 - 11:35:55,18.6,989.0,45.1
1878,2020/02/29 - 11:36:00,18.6,989.0,45.0
1879,2020/02/29 - 11:36:05,18.6,989.0,45.0
1880,2020/02/29 - 11:36:10,18.7,989.0,45.1
1881,2020/02/29 - 11:36:15,18.8,989.0,45.1
1882,2020/02/29 - 11:36:20,18.8,989.0,44.9
1883,2020/02/29 - 11:36:25,18.9,989.0,44.6
1884,2020/02/29 - 11:36:30,19.0,989.0,44.5
1885,2020/02/29 - 11:36:35,19.0,989.0,44.4
1886,2020/02/29 - 11:36:40,19.1,989.0,44.2
1887,2020/02/29 - 11:36:45,19.1,989.0,44.1
1888,2020/02/29 - 11:36:50,19.2,989.0,43.9
